feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PL4.hmm	group	T_GUS	0.242706234135694	0.0725114515423058	21	21	0.00338560715562964	0.0260528290403476
PL7_4.hmm	group	T_GUS	0.359116067014175	0.107746041098929	21	0	0.00349551286850312	0.0260528290403476
GH43_29.hmm	group	T_GUS	-0.285333343140955	0.0862284920917957	21	21	0.00368945076481298	0.0269567934912949
GH121.hmm	group	T_GUS	0.3056606232985	0.0928635087087364	21	21	0.00383809393563726	0.0275977230610108
GH5_10.hmm	group	T_GUS	1.58275945167617	0.485391153190196	21	0	0.00411272492687538	0.0291103811230398
GH75.hmm	group	T_GUS	0.258201670155817	0.079456854624629	21	0	0.00421766751112961	0.0293938981929495
AA3.hmm	group	T_GUS	-0.0800401591186552	0.0248257609424219	21	21	0.00446633998722602	0.0306553335486877
PL5_1.hmm	group	T_GUS	-0.722003732396843	0.226223252189395	21	0	0.00480427548266159	0.0324826387111299
AA2.hmm	group	T_GUS	-0.0787580622525947	0.0247684983211354	21	21	0.0049328086056113	0.0328612102697341
CBM4.hmm	group	T_GUS	-0.610142482462974	0.192492672584094	21	21	0.0050453344286081	0.0331237173356445
GT15.hmm	group	T_GUS	-0.544495746763791	0.175101986541869	21	0	0.0057703854503507	0.0373426372715553
PL3.hmm	group	T_GUS	0.329744304177866	0.106722164876034	21	0	0.00603137289571506	0.0384818580529426
GH140.hmm	group	T_GUS	0.269348141254422	0.087681269599034	21	21	0.00627580083113145	0.0394852468958687
AA6.hmm	group	T_GUS	-0.130466243076763	0.0426604614182727	21	21	0.00646928457543729	0.0396025123334202
PL9_4.hmm	group	T_GUS	-0.385725099312396	0.126083386872891	21	19	0.00645436900012633	0.0396025123334202
CE6.hmm	group	T_GUS	0.209311636106403	0.0686142171583123	21	21	0.00658079086251703	0.0397479768096028
GH36.hmm	group	T_GUS	-0.120971501367122	0.0397798604438224	21	21	0.00672163518748194	0.0400644834201226
GH65.hmm	group	T_GUS	-0.198106786934508	0.0654132534094434	21	21	0.00691044977768741	0.0401627603075289
GH92.hmm	group	T_GUS	-0.191336144133015	0.0631844334514376	21	21	0.00691544217215729	0.0401627603075289
GH135.hmm	group	T_GUS	-0.327739172211875	0.10846314872532	21	2	0.00701668455809992	0.0402349127192312
GH8.hmm	group	T_GUS	0.209065230784288	0.0693444087299959	21	21	0.00712297408402417	0.0403338407507868
GH26.hmm	group	T_GUS	0.148225911401452	0.0494147750439756	21	21	0.00736780052780117	0.0412051066554806
PL10.hmm	group	T_GUS	0.144692921507052	0.0483351426043201	21	21	0.00746784263880391	0.041255277016807
GH13_13.hmm	group	T_GUS	-0.264318614795762	0.088521145823398	21	21	0.00759442647378403	0.0414490987063153
GH13_23.hmm	group	T_GUS	-0.102105636020967	0.0342585375431621	21	21	0.00768726042873378	0.0414562973121
GH3.hmm	group	T_GUS	-0.124978967186341	0.042533799656757	21	21	0.00843592452391063	0.0449585154039002
GH5.hmm	group	T_GUS	0.217703519355195	0.0753578633824408	21	21	0.0094046083914415	0.0495382279223604
GT103.hmm	group	T_GUS	-0.596147926416315	0.207686936887207	21	0	0.00979439779933792	0.0509984161275871
GH30_4.hmm	group	T_GUS	-0.216906391679334	0.0759543766489565	21	0	0.0101142669137364	0.0520654876354839
PL3_1.hmm	group	T_GUS	-0.441291621554738	0.155304179901112	21	0	0.0104352348857575	0.0531141730702042
GH43_8.hmm	group	T_GUS	0.410347491506692	0.144965253096773	21	0	0.0106845945047511	0.0531881462709041
PL9_3.hmm	group	T_GUS	-0.303333172987404	0.107014915451788	21	0	0.0105954846505535	0.0531881462709041
CBM5.hmm	group	T_GUS	-0.213687413488979	0.0761052441403399	21	21	0.0112314228448822	0.0548002218544282
GH31.hmm	group	T_GUS	-0.116181157364932	0.0413895780859524	21	21	0.0112503766721012	0.0548002218544282
GH109.hmm	group	T_GUS	0.0744464878037234	0.0268405207972254	21	21	0.0120974541573013	0.0582994333325266
GH68.hmm	group	T_GUS	-0.397059557727038	0.144033371731796	21	0	0.0125507305447221	0.0598471677553589
GH5_41.hmm	group	T_GUS	0.20421461627671	0.0742249989522489	21	0	0.0126993513735505	0.0599250642939415
GH138.hmm	group	T_GUS	0.222428902323335	0.0810557920948919	21	21	0.0128975896128833	0.0602330731405789
GT81.hmm	group	T_GUS	-0.0949516928399015	0.0350583766442225	21	21	0.0139347233977134	0.0644125479506546
GH30_2.hmm	group	T_GUS	-0.311821391996244	0.115384174067061	21	0	0.014114099462532	0.0645826975406769
PL7_2.hmm	group	T_GUS	-1.21049302485558	0.450459399551616	21	0	0.0145849858566366	0.0660699859305637
GT19.hmm	group	T_GUS	-0.0701259508254981	0.0262825022901583	21	21	0.0151963740333012	0.0674897787949555
PL8.hmm	group	T_GUS	-0.175729502434373	0.0658579792544469	21	21	0.0151915116465225	0.0674897787949555
GH13.hmm	group	T_GUS	-0.156887278346273	0.0590505861141655	21	21	0.0155709592708024	0.0679088985660174
GT30.hmm	group	T_GUS	-0.0913156715723569	0.0343777615458798	21	21	0.015590563909196	0.0679088985660174
GT66.hmm	group	T_GUS	0.290224441361544	0.110111038008028	21	15	0.0162913429049522	0.070285507961365
GH49.hmm	group	T_GUS	-0.235727553964648	0.0905644106079882	21	0	0.0174777747703484	0.0746927544430927
GH13_19.hmm	group	T_GUS	-0.348369042614007	0.134067704109254	21	2	0.017643248463887	0.0746952481695402
GH13_6.hmm	group	T_GUS	-0.370993243612718	0.143382975932861	21	2	0.0180629739633067	0.0757641407905364
GH104.hmm	group	T_GUS	-0.259373852163418	0.103231981400051	21	9	0.0211730578378584	0.0879944513811911
GT33.hmm	group	T_GUS	0.977566023772083	0.391578061379581	21	0	0.0219023877311789	0.0901980149293096
CE11.hmm	group	T_GUS	-0.060404332573086	0.0244439488357627	21	21	0.0231016870085309	0.0937104518764712
GH30_5.hmm	group	T_GUS	-0.188086170593251	0.0761559455326163	21	1	0.0231690300445138	0.0937104518764712
GH43_3.hmm	group	T_GUS	-0.199535147988693	0.0809799500326894	21	21	0.0234500375855351	0.0940076727986495
GH106.hmm	group	T_GUS	0.151004114945962	0.0615959781091256	21	21	0.0240717391429276	0.0948217202760538
GH72.hmm	group	T_GUS	-0.540570391937193	0.220243736996541	21	0	0.0239262603506321	0.0948217202760538
GH93.hmm	group	T_GUS	-0.170357362272105	0.0709123555449293	21	21	0.0266735082149355	0.103274352319366
GT40.hmm	group	T_GUS	-0.28658722488392	0.119144873207634	21	0	0.0265073562422929	0.103274352319366
CBM9.hmm	group	T_GUS	0.171320697616435	0.0715191615049285	21	21	0.0270597557407564	0.103881943648836
GH103.hmm	group	T_GUS	-0.0844172054321938	0.035472296670649	21	21	0.0279531688065406	0.106409961927419
AA5_1.hmm	group	T_GUS	-1.10190412303093	0.466187361713248	21	0	0.0289044938195864	0.109114464168938
GH5_34.hmm	group	T_GUS	-1.01680259213794	0.432063122388612	21	0	0.0295257002986101	0.110538365580747
GH35.hmm	group	T_GUS	-0.110643992435848	0.0470974334092479	21	21	0.0297772976759079	0.110566523337592
GH13_14.hmm	group	T_GUS	-0.890311199814598	0.381106722981246	21	0	0.0305952001645019	0.112679883532678
GH123.hmm	group	T_GUS	-0.132333096694693	0.057158854672422	21	21	0.0319420387524256	0.116691480281039
GT75.hmm	group	T_GUS	-0.215323162900692	0.0931937326643306	21	0	0.0322512183594021	0.116878415334473
GH120.hmm	group	T_GUS	-0.157977590778152	0.0691281608358915	21	21	0.0339601850942507	0.120300193127197
GH13_1.hmm	group	T_GUS	-0.205799922035509	0.0901756501102105	21	0	0.034174238406472	0.120300193127197
GT2_Cellulose_synt.hmm	group	T_GUS	-0.272317398976271	0.119384133155568	21	0	0.0342576708905263	0.120300193127197
GT29.hmm	group	T_GUS	1.01011045827785	0.442756160820013	21	0	0.0342299322062464	0.120300193127197
GH43_18.hmm	group	T_GUS	0.171823716141771	0.076513480516824	21	21	0.0368161981802978	0.127310975386831
GH73.hmm	group	T_GUS	-0.140941407318125	0.0627381580654976	21	21	0.0367537009561498	0.127310975386831
GT94.hmm	group	T_GUS	0.191407028469242	0.0857307992320439	21	15	0.0378015054436993	0.129727893681786
GH13_22.hmm	group	T_GUS	-0.573186479657067	0.259881931297874	21	0	0.0399303536432147	0.133020324649854
GH32.hmm	group	T_GUS	-0.106309032484375	0.0480879767139972	21	21	0.0395169557899556	0.133020324649854
PL1_7.hmm	group	T_GUS	-0.42625544390672	0.192977635995842	21	0	0.0396677716352665	0.133020324649854
PL17_1.hmm	group	T_GUS	0.468963142816802	0.212633330106059	21	0	0.0399354617050335	0.133020324649854
PL1_2.hmm	group	T_GUS	0.211989432960964	0.0969544517963991	21	21	0.0414952580713945	0.137206948221472
CE16.hmm	group	T_GUS	-0.151144146265696	0.0698935219266893	21	21	0.0435426429749819	0.141905160199042
GH43_37.hmm	group	T_GUS	0.203948135732364	0.0941674894221049	21	10	0.0432547747288132	0.141905160199042
CE9.hmm	group	T_GUS	-0.054958515958189	0.0255319695998555	21	21	0.0444187788927539	0.143008882833529
dockerin.hmm	group	T_GUS	0.37198938338204	0.172899231684467	21	0	0.0445126986303037	0.143008882833529
GT3.hmm	group	T_GUS	0.408243483531285	0.19049716259368	21	0	0.0452694247941879	0.144066317560609
GT56.hmm	group	T_GUS	-0.480563934340789	0.22448493451131	21	0	0.0454778883248722	0.144066317560609
AA7.hmm	group	T_GUS	-0.0633251294165027	0.0297062824879573	21	21	0.0463042296910984	0.145509211743703
GH74.hmm	group	T_GUS	-0.122294135636548	0.0574482057411585	21	21	0.0465757962535031	0.145509211743703
PL6_1.hmm	group	T_GUS	-0.172390672743983	0.0815409450352998	21	19	0.0479487894433626	0.148772613820844
PL1_6.hmm	group	T_GUS	-0.313286687993144	0.148743679074318	21	21	0.0487104306452625	0.150107653621115
GH130.hmm	group	T_GUS	-0.0972299173178189	0.0462535108819756	21	21	0.0491088155357122	0.150312793497822
GH43_7.hmm	group	T_GUS	0.499481426403799	0.239300481737915	21	0	0.0505733679838694	0.153756615414046
GH18.hmm	group	T_GUS	-0.110162551323245	0.0529744115294877	21	21	0.0513494532728677	0.154048359818603
GH5_46.hmm	group	T_GUS	-0.144869274505478	0.069594118961941	21	1	0.0511382888708754	0.154048359818603
PL22.hmm	group	T_GUS	0.0792667957323488	0.0381994754160792	21	21	0.0518038207882399	0.154167029241395
PL6.hmm	group	T_GUS	0.318509646626525	0.1536853988696	21	9	0.0520696588828553	0.154167029241395
GH13_40.hmm	group	T_GUS	-0.399704979833466	0.194236700604649	21	0	0.0535927648833843	0.157646249949176
CBM62.hmm	group	T_GUS	-0.380198354671533	0.186021881773643	21	13	0.0550839338126391	0.160987238820164
GH38.hmm	group	T_GUS	-0.101712350138616	0.0499166940211399	21	21	0.055756198336849	0.161907422093542
AA3_2.hmm	group	T_GUS	-0.0594325241084454	0.0297787350366401	21	21	0.060492816215331	0.174542966532133
GH1.hmm	group	T_GUS	-0.062486121309061	0.0315854488645735	21	21	0.0625768233953943	0.179413297456415
CE7.hmm	group	T_GUS	-0.0417672151138025	0.0215349774539066	21	21	0.06743375603196	0.189316971655733
GH43.hmm	group	T_GUS	-0.167313240457596	0.086038562039507	21	21	0.0667737996839468	0.189316971655733
GH5_27.hmm	group	T_GUS	-0.275951250694735	0.14240184189843	21	0	0.0676501883364079	0.189316971655733
PL16.hmm	group	T_GUS	-0.306297147296126	0.158094588211825	21	0	0.06770275807556	0.189316971655733
AA1_2.hmm	group	T_GUS	-0.599356872844032	0.310427665590871	21	0	0.0685752581671923	0.189418243595964
GH43_28.hmm	group	T_GUS	-0.108419987107045	0.0560745995304811	21	21	0.0682151040162332	0.189418243595964
GH13_5.hmm	group	T_GUS	-0.13616755958924	0.0718212251111993	21	0	0.0732840105723624	0.201197919935031
PL7.hmm	group	T_GUS	0.301230947196489	0.15946497106156	21	0	0.0742521781678233	0.202627931988096
AA1.hmm	group	T_GUS	-0.0461011300412693	0.024551939629555	21	21	0.0758606697295562	0.204179778334172
GT1.hmm	group	T_GUS	-0.0762253103161808	0.0405903752282918	21	21	0.0758294129406645	0.204179778334172
PL9.hmm	group	T_GUS	0.0663119713728036	0.0353564680075253	21	21	0.0761730298862584	0.204179778334172
CBM12.hmm	group	T_GUS	-0.182025393925923	0.0975811531763206	21	10	0.0776478622886624	0.205698722905053
GH127.hmm	group	T_GUS	-0.0439094637933882	0.0235153719142096	21	21	0.0773711094378939	0.205698722905053
GT45.hmm	group	T_GUS	0.66974632439454	0.362998017221316	21	0	0.0806776349915606	0.212482375878936
CBM34.hmm	group	T_GUS	-0.305285692752362	0.166009698581349	21	0	0.0816032468681942	0.213677866076832
GT48.hmm	group	T_GUS	-0.516000388090785	0.282246122638408	21	0	0.0832661839141743	0.216779202948971
PL25.hmm	group	T_GUS	0.898229676383619	0.495049992177156	21	0	0.0854355979088103	0.221156147729663
AA1_1.hmm	group	T_GUS	-0.750863256019517	0.418375646788213	21	0	0.0886266648026166	0.221511607825058
GH28.hmm	group	T_GUS	0.101705124912232	0.0565003673860887	21	21	0.0877474728885045	0.221511607825058
GH51.hmm	group	T_GUS	0.0651393936488628	0.0363926022289672	21	21	0.0894197919511507	0.221511607825058
GH53.hmm	group	T_GUS	0.106611416449036	0.0591031277046609	21	21	0.087139256351979	0.221511607825058
GH9.hmm	group	T_GUS	0.0786787722989583	0.0437167719489552	21	21	0.087802957141155	0.221511607825058
GT58.hmm	group	T_GUS	-0.663561737254174	0.36993431853302	21	0	0.0887883512081296	0.221511607825058
PL27.hmm	group	T_GUS	0.178672662146486	0.0998441611634965	21	0	0.0894848217041623	0.221511607825058
PL4_2.hmm	group	T_GUS	0.314523038637273	0.173895227847034	21	0	0.0863526288646884	0.221511607825058
GT57.hmm	group	T_GUS	-0.434870361254411	0.243579389659689	21	0	0.0901808756980004	0.222021395060838
CBM20.hmm	group	T_GUS	-0.225847717727593	0.128610632517423	21	6	0.0951861539655199	0.233077447277732
CBM57.hmm	group	T_GUS	0.228226580848054	0.130971115156767	21	21	0.0975716540574409	0.235005437317422
GH4.hmm	group	T_GUS	-0.0644908332431797	0.0371271408032296	21	21	0.0985674019653646	0.235005437317422
GT74.hmm	group	T_GUS	-0.993003450504484	0.569205730170022	21	0	0.097219929543794	0.235005437317422
PL22_1.hmm	group	T_GUS	-0.105655656049851	0.0605341711492088	21	21	0.0970691787198524	0.235005437317422
PL9_2.hmm	group	T_GUS	-0.127671407522458	0.0734135175764843	21	21	0.0981990701928068	0.235005437317422
GH13_31.hmm	group	T_GUS	-0.129609941746848	0.0747814207862513	21	20	0.0992626024773413	0.235423868702804
GH5_29.hmm	group	T_GUS	-0.155083214616242	0.0901778981429145	21	0	0.101726574435272	0.24001113655822
GH114.hmm	group	T_GUS	0.0847789413707446	0.0495657668912203	21	21	0.103465333665809	0.242848684718194
GH13_3.hmm	group	T_GUS	-0.0685956517244742	0.040420663785994	21	21	0.106009484228196	0.24501323089314
GH37.hmm	group	T_GUS	-0.135115421584995	0.0797503479344677	21	21	0.106551007695251	0.24501323089314
GH43_19.hmm	group	T_GUS	-0.189360358189162	0.111516656594317	21	1	0.10581737630251	0.24501323089314
GH91.hmm	group	T_GUS	-0.2294773842956	0.135254046903957	21	0	0.106087167805352	0.24501323089314
GH59.hmm	group	T_GUS	-0.11455799766618	0.0677940810899361	21	21	0.107409455911395	0.245739815797283
GH13_7.hmm	group	T_GUS	-0.175878072959424	0.105157931015863	21	0	0.11080975614759	0.251963321443795
GH5_28.hmm	group	T_GUS	-0.251441147997463	0.150532090518898	21	0	0.111242084522647	0.251963321443795
CBM37.hmm	group	T_GUS	-0.242055673924329	0.145592597114544	21	18	0.112810826517707	0.254245295584682
GT41.hmm	group	T_GUS	0.0532790892836746	0.0322999226442175	21	21	0.115478165584173	0.258968361433814
GT10.hmm	group	T_GUS	-0.25576833999034	0.155726784604478	21	1	0.116951266676774	0.260979920219598
GH43_4.hmm	group	T_GUS	-0.215611021184829	0.13330993466387	21	20	0.122281041870084	0.271535842976216
PL7_1.hmm	group	T_GUS	-0.705947443509189	0.438203035088211	21	0	0.123666637046877	0.273273105279196
GH13_38.hmm	group	T_GUS	-0.12649397523447	0.0795451068432079	21	0	0.128287429669502	0.282107794370313
GT28.hmm	group	T_GUS	-0.0454272995431807	0.0287315516151924	21	21	0.130360440731961	0.285281544210523
GH43_23.hmm	group	T_GUS	0.226312878315239	0.144199976978261	21	0	0.133050183402847	0.287008252768999
GH5_35.hmm	group	T_GUS	-0.480004355497143	0.30571742877689	21	0	0.132898086476767	0.287008252768999
PL9_1.hmm	group	T_GUS	0.235983633791663	0.150199221865602	21	0	0.132655089186829	0.287008252768999
GH117.hmm	group	T_GUS	0.137883643189018	0.088514780899097	21	12	0.13579415636588	0.291539112956132
CBM30.hmm	group	T_GUS	0.234377212891252	0.151347632599878	21	0	0.13797348069031	0.293844430317263
PL12_3.hmm	group	T_GUS	-0.0795136847656163	0.051371975056845	21	21	0.138165261937256	0.293844430317263
CBM42.hmm	group	T_GUS	0.203339441780728	0.131944269707231	21	3	0.13978258375587	0.295894908604715
CE8.hmm	group	T_GUS	0.0746132859937546	0.0485955780395659	21	21	0.141172572428226	0.297447327023192
GH12.hmm	group	T_GUS	0.0993635072525264	0.0650145388738016	21	21	0.142908740877512	0.299711387118116
GH144.hmm	group	T_GUS	-0.048478048567185	0.032100608409581	21	21	0.147446790015207	0.306867735284465
GH5_24.hmm	group	T_GUS	-0.152100381511971	0.100776264404454	21	0	0.147675863779279	0.306867735284465
GH94.hmm	group	T_GUS	-0.060298785545485	0.040061064703008	21	21	0.148723481094393	0.307633501989772
GT31.hmm	group	T_GUS	-0.519143984629	0.349733782318803	21	0	0.154104972639691	0.317316148208092
CBM35.hmm	group	T_GUS	0.0655089573665635	0.0447771196899491	21	21	0.15981383114346	0.327582196868722
PL8_3.hmm	group	T_GUS	-0.225330952588129	0.154465030330818	21	0	0.160959307664043	0.328443992665817
GH5_7.hmm	group	T_GUS	-0.0659580883912909	0.0455390196758611	21	21	0.163811526653408	0.332765119165891
CBM1.hmm	group	T_GUS	-0.517547122982308	0.362021716183871	21	0	0.16906884187616	0.340913541930615
GH102.hmm	group	T_GUS	-0.0535828231291925	0.0375048870856609	21	21	0.169327918177458	0.340913541930615
GT50.hmm	group	T_GUS	-0.277418330027343	0.195565581679752	21	5	0.172227437485224	0.345216943277906
CBM6.hmm	group	T_GUS	0.0639768997847433	0.0453710451894628	21	21	0.174676317166571	0.348354987771031
GT5.hmm	group	T_GUS	0.0412552192051463	0.0293039895146225	21	21	0.175330987222505	0.348354987771031
GH110.hmm	group	T_GUS	-0.107217619345142	0.0766101576317891	21	1	0.177771760359659	0.348617348237773
GH128.hmm	group	T_GUS	0.0993769206685008	0.0709521621761863	21	20	0.177448331467066	0.348617348237773
GH16.hmm	group	T_GUS	0.0597543566575605	0.0426769426520671	21	21	0.177584890778266	0.348617348237773
GH142.hmm	group	T_GUS	0.10821717685366	0.0777692722074812	21	16	0.180147967603782	0.350244761049413
GT70.hmm	group	T_GUS	-0.215629350274554	0.154715106564795	21	17	0.179491637584616	0.350244761049413
GH116.hmm	group	T_GUS	-0.0599696577077079	0.0434885645224409	21	21	0.183921028763657	0.356052247991183
GH13_10.hmm	group	T_GUS	0.0427372009443906	0.0312099273310255	21	21	0.186860778070829	0.359615833732102
GH5_18.hmm	group	T_GUS	-0.105537766232009	0.0771611820280354	21	0	0.187349529273236	0.359615833732102
GH10.hmm	group	T_GUS	0.0424172035405401	0.0315662327162455	21	21	0.194857041880694	0.371294384385316
GH79.hmm	group	T_GUS	-0.0435414842017938	0.0324192994077961	21	21	0.195072987822749	0.371294384385316
CBM66.hmm	group	T_GUS	0.0444524292496844	0.0334137861488189	21	21	0.199147427541014	0.375890769483664
GT8.hmm	group	T_GUS	-0.0788767232125488	0.0592256563050488	21	21	0.198683151660986	0.375890769483664
AA9.hmm	group	T_GUS	-0.335027880002708	0.252796669476579	21	0	0.200793154619556	0.376971063706295
GH5_9.hmm	group	T_GUS	-0.631009615297938	0.477703555072094	21	0	0.202216265961655	0.376971063706295
PL1_5.hmm	group	T_GUS	-0.177125061886232	0.13385897799441	21	3	0.201465595112355	0.376971063706295
GH99.hmm	group	T_GUS	-0.0630157764636231	0.0478146940312721	21	21	0.203201524265004	0.37725528890183
GH82.hmm	group	T_GUS	-0.26951958919776	0.206711378780372	21	0	0.207863246394796	0.384334900476909
GT12.hmm	group	T_GUS	0.206278491829649	0.158662698316859	21	0	0.209115550555068	0.385078635778234
CBM8.hmm	group	T_GUS	0.111694032894799	0.0871255850413331	21	6	0.215269431599278	0.393213921429326
GH5_38.hmm	group	T_GUS	0.405012792698831	0.315591221742543	21	0	0.214803588934119	0.393213921429326
GH105.hmm	group	T_GUS	0.0732240219664457	0.0573719513846492	21	21	0.217229294964196	0.395200283609562
CE10.hmm	group	T_GUS	-0.0299106923284975	0.0235804113866436	21	21	0.219957533641791	0.396975150357495
GH129.hmm	group	T_GUS	0.262692052920633	0.206735068032695	21	0	0.219184903427425	0.396975150357495
GH119.hmm	group	T_GUS	0.0491984704192651	0.0388707422034551	21	21	0.220923569745721	0.397136417042903
